f1000-1-1-0,carlos morel
f1000-8-296-3,lindsay cowell
f1000-8-296-4,jimmy tsz hang lee
f1000-8-296-5,saskia freytag 
f1000-8-301-0,lalit sharma
f1000-8-301-1,sarifah nurjanah 
f1000-8-303-0,melody ding 
f1000-8-303-1,melody ding 
f1000-8-303-2,suneela mehta 
f1000-8-305-0,samah saker 
f1000-8-305-1,oliver schierz
f1000-8-306-0,hutcha sriplung 
f1000-8-306-1,shelly kaushik 
f1000-8-31-0,rasak bamidele 
f1000-8-31-1,electra v. gonzlez araya
f1000-8-312-0,tri wangrangsimakul 
f1000-8-312-1,tri wangrangsimakul 
f1000-8-312-2,dharshan rangaswamy
f1000-8-313-0,ihsan ul haq
f1000-8-315-0,nicola mills 
f1000-8-315-1,daniel hind 
f1000-8-318-0,almas a. gheyas
f1000-8-318-1,jason miller 
f1000-8-319-0,su rak eo
f1000-8-32-0,piklu roy chowdhury 
f1000-8-32-1,pal j. johnsen
f1000-8-32-2,xue-xian zhang 
f1000-8-320-0,shotaro hirase
f1000-8-320-1,yuzine b. esa 
f1000-8-320-2,joel a. malek
f1000-8-321-0,nathan a. tanner 
f1000-8-321-1,ins canosa 
f1000-8-321-2,nathan a. tanner 
f1000-8-321-3,eduardo santero 
f1000-8-322-0,jocelyne vreede 
f1000-8-322-1,lucie delemotte 
f1000-8-323-0,qiang xia 
f1000-8-323-1,lee fairlie 
f1000-8-324-0,jon paczkowski 
f1000-8-329-0,m. khairil 
f1000-8-33-0,kerry k. cooper 
f1000-8-33-1,olivier tenaillon
f1000-8-33-2,olivier tenaillon
f1000-8-33-3,kerry k. cooper 
f1000-8-333-0,samuel katsuyuki shinjo
f1000-8-334-0,neil mcroberts 
f1000-8-334-1,scott e. page
f1000-8-334-2,jose lobo
f1000-8-334-3,lus m. a. bettencourt
f1000-8-335-0,salvatore zaffina 
f1000-8-335-1,akshay anand
f1000-8-336-0,melinda j. gooderham 
f1000-8-336-1,archana gopalakrishnan 
f1000-8-337-0,kirsty r short
f1000-8-337-1,gemma l saint 
f1000-8-338-0,banurekha velayutham
f1000-8-338-1,sachin r. atre 
f1000-8-338-2,otavio t. ranzani 
f1000-8-338-3,otavio t. ranzani 
f1000-8-338-4,sachin r. atre 
f1000-8-344-0,nazia jamil 
f1000-8-344-1,h. simon schaaf 
f1000-8-344-2,h. simon schaaf 
f1000-8-348-0,tomoko igawa 
f1000-8-348-1,tomokazu kawashima 
f1000-8-348-2,nobutaka mitsuda
f1000-8-348-3,tomoko igawa 
f1000-8-35-0,olusola adedeji adejumo 
f1000-8-35-1,saw saw
f1000-8-356-0,rebecca schulman
f1000-8-356-1,bharathwaj sathyamoorthy 
f1000-8-356-2,dmytro m hovorun 
f1000-8-357-0,claus-michael lehr
f1000-8-357-1,pietro mastroeni
f1000-8-357-2,robert l davies 
f1000-8-357-3,robert l davies 
f1000-8-357-4,claus-michael lehr
f1000-8-357-5,pietro mastroeni
f1000-8-358-0,eors szathmary 
f1000-8-358-1,aviv bergman
f1000-8-358-2,yehonatan sella
f1000-8-358-3,eors szathmary 
f1000-8-36-0,ksenija bazdaric 
f1000-8-36-1,c. glenn begley
f1000-8-36-2,steven n. goodman 
f1000-8-360-0,robert wen-wei hsu
f1000-8-37-0,hossein zarrinfar 
f1000-8-37-1,temesgen tilahun
f1000-8-377-0,alexander peltzer 
f1000-8-377-1,devon p. ryan 
f1000-8-377-2,alexander peltzer 
f1000-8-377-3,devon p. ryan 
f1000-8-38-0,g. mustafa soomro
f1000-8-38-1,julie broderick 
f1000-8-386-0,gran hedenstierna 
f1000-8-386-1,astrid bergmann 
f1000-8-386-2,marzenna podhorska-okolow
f1000-8-387-0,yu-wen alvin huang 
f1000-8-387-1,yu-wen alvin huang 
f1000-8-387-2,j.wesson ashford
f1000-8-388-0,elena titova 
f1000-8-388-1,hakan tanrverdi
f1000-8-39-0,umer farooq 
f1000-8-39-1,faisal abbas 
f1000-8-394-0,ross jaffe
f1000-8-394-1,megan coylewright
f1000-8-394-2,megan coylewright
f1000-8-394-3,ross jaffe
f1000-8-40-0,ken collins
f1000-8-401-0,daniela beisser 
f1000-8-401-1,blake t. hovde 
f1000-8-401-2,daniela beisser 
f1000-8-416-0,thomas w. wainwright 
f1000-8-417-0,cheryl a. sadowski 
f1000-8-417-1,syed jaffar abbas zaidi 
f1000-8-417-2,syed jaffar abbas zaidi 
f1000-8-42-0,laurent gatto 
f1000-8-42-1,bastian greshake 
f1000-8-42-2,laurent gatto 
f1000-8-42-3,bastian greshake 
f1000-8-420-0,aaron seitz
f1000-8-420-1,nehzat koohi 
f1000-8-420-2,nehzat koohi 
f1000-8-420-3,frederick j. gallun 
f1000-8-423-0,hammad ather 
f1000-8-423-1,bipinchandra pal
f1000-8-423-2,nikhil khattar
f1000-8-43-0,schubert r. carvalho
f1000-8-43-1,arnaud delorme 
f1000-8-43-2,schubert r. carvalho
f1000-8-43-3,arnaud delorme 
f1000-8-446-0,angus i lamond 
f1000-8-446-1,susan p. holmes 
f1000-8-446-2,pierre m. jean beltran 
f1000-8-447-0,melania maria ramos amorim 
f1000-8-447-1,girija n. wagh 
f1000-8-448-0,archin songthap 
f1000-8-448-1,kishor atreya 
f1000-8-448-2,kishor atreya 
f1000-8-457-0,hongxin dong
f1000-8-457-1,jian-guo chen 
f1000-8-457-2,ru-rong ji
f1000-8-458-0,pawe wich 
f1000-8-458-1,marcia a. corvetto
f1000-8-458-2,eduardo kattan
f1000-8-458-3,william d. grant
f1000-8-464-0,dongsheng zhang
f1000-8-464-1,dusan kordis
f1000-8-464-2,dusan kordis
f1000-8-465-0,ana conesa
f1000-8-465-1,yue qiu 
f1000-8-465-2,ana conesa
f1000-8-465-3,silvia pineda san juan 
f1000-8-465-4,lei xie
f1000-8-498-0,douglas fraser wares
f1000-8-498-1,sharath burugina nagaraja 
f1000-8-498-2,sharath burugina nagaraja 
f1000-8-498-3,douglas fraser wares
f1000-8-498-4,sharath burugina nagaraja 
f1000-8-5-0,jian kong
f1000-8-5-1,przemysaw bbel 
f1000-8-5-2,przemysaw bbel 
f1000-8-5-3,paul dieppe
f1000-8-507-0,marc m. anders
f1000-8-509-0,rita v. vora
f1000-8-509-1,vanessa luclia silveira de medeiros 
f1000-8-52-0,william bryan terzaghi 
f1000-8-52-1,minghui lu
f1000-8-52-2,santy peraza-echeverria 
f1000-8-52-3,minghui lu
f1000-8-53-0,subhash pokhrel
f1000-8-53-1,subhash pokhrel
f1000-8-53-2,anil gumber 
f1000-8-53-3,anil gumber 
f1000-8-530-0,guy perriere 
f1000-8-530-1,philippe le mercier 
f1000-8-531-0,nirmala pradhan
f1000-8-531-1,valarmathi selvaraj 
f1000-8-531-2,dibya sharma
f1000-8-531-3,enrique castro-snchez 
f1000-8-532-0,ryan k. dale 
f1000-8-532-1,simon andrews
f1000-8-537-0,guohua zeng 
f1000-8-539-0,monica pradillo 
f1000-8-539-1,christine mzard 
f1000-8-539-2,christophe lambing
f1000-8-55-0,yifan wang
f1000-8-551-0,alexandre delamou 
f1000-8-551-1,zohra lassi 
f1000-8-551-2,alexandre delamou 
f1000-8-551-3,alexandre delamou 
f1000-8-551-4,ejaz ahmad khan 
f1000-8-551-5,zohra lassi 
f1000-8-56-0,rossita shapawi 
f1000-8-56-1,rossita shapawi 
f1000-8-56-2,ima yudha perwira
f1000-8-560-0,olusegun soge
f1000-8-560-1,william m. shafer
f1000-8-560-2,olusegun soge
f1000-8-560-3,william m. shafer
f1000-8-562-0,carolyn bolton moore
f1000-8-562-1,sanika chirwa
f1000-8-562-2,carolyn bolton moore
f1000-8-562-3,sanika chirwa
f1000-8-563-0,tomas kalincik
f1000-8-563-1,andrew soundy
f1000-8-564-0,yong-bin yan 
f1000-8-564-1,jonathan w. mueller 
f1000-8-564-2,yong-bin yan 
f1000-8-564-3,vladimir uversky 
f1000-8-564-4,jonathan w. mueller 
f1000-8-583-0,david m. nichols 
f1000-8-583-1,david m. nichols 
f1000-8-583-2,ellen hazelkorn 
f1000-8-59-0,mariella guerra 
f1000-8-59-1,tania tello rodriguez
f1000-8-59-2,diego andrs chavarro-carvajal 
f1000-8-59-3,oscar rosas-carrasco 
f1000-8-6-0,christoph a. klein 
f1000-8-60-0,pauline e. jolly
f1000-8-60-1,john mcbride 
f1000-8-60-2,curtis jolly
f1000-8-605-0,keith a. joiner
f1000-8-605-1,allen dobson
f1000-8-608-0,magiswary dorasamy 
f1000-8-608-1,magiswary dorasamy 
f1000-8-608-2,aderonke oni
f1000-8-612-0,michael lawrence
f1000-8-612-1,ruslan i. sadreyev
f1000-8-612-2,vincent j. carey 
f1000-8-613-0,luni emdad
f1000-8-613-1,firoz ahmad
f1000-8-613-2,luni emdad
f1000-8-614-0,jakob manthey 
f1000-8-614-1,jrgen rehm 
f1000-8-615-0,boris zevin 
f1000-8-615-1,robert kushner
f1000-8-616-0,takuichi sato
f1000-8-616-1,takuichi sato
f1000-8-616-2,takuichi sato
f1000-8-616-3,takuichi sato
f1000-8-616-4,juni handajani 
f1000-8-616-5,takuichi sato
f1000-8-616-6,juni handajani 
f1000-8-62-0,sadhna dhingra
f1000-8-62-1,adriana handra-luca
f1000-8-63-0,chinmayi joshi 
f1000-8-63-1,ramalingam ananda raja 
f1000-8-646-0,arthur montanari 
f1000-8-646-1,gilles didier 
f1000-8-646-2,arthur montanari 
f1000-8-646-3,gilles didier 
f1000-8-651-0,maria cristina nonato 
f1000-8-651-1,elumalai pavadai
f1000-8-651-2,madhu saddala 
f1000-8-652-0,umut riza gunduz 
f1000-8-652-1,huaibin mabel ko 
f1000-8-653-0,rajiv kumar 
f1000-8-653-1,laura reyes-uribe
f1000-8-655-0,kraichat tantrakarnapa 
f1000-8-655-1,thant zaw lwin
f1000-8-655-2,kraichat tantrakarnapa 
f1000-8-655-3,thant zaw lwin
f1000-8-659-0,miles d. witham 
f1000-8-659-1,martin c gulliford
f1000-8-663-0,robert c. tasker 
f1000-8-663-1,peter w kaplan
f1000-8-663-2,yara mikhaeil-demo
f1000-8-663-3,robert c. tasker 
f1000-8-663-4,peter w kaplan
f1000-8-663-5,yara mikhaeil-demo
f1000-8-663-6,robert c. tasker 
f1000-8-663-7,peter w kaplan
f1000-8-665-0,s. saif hasan 
f1000-8-665-1,ignacio fita
f1000-8-666-0,karl peter schlingmann
f1000-8-666-1,abhijit dixit 
f1000-8-666-2,lilia romdhane 
f1000-8-666-3,na zhu 
f1000-8-666-4,abhijit dixit 
f1000-8-666-5,lilia romdhane 
f1000-8-666-6,karl peter schlingmann
f1000-8-667-0,marouane boukhris
f1000-8-667-1,batric popovic
f1000-8-669-0,abm kamrul hasan 
f1000-8-669-1,ibrahim a. abdelazim 
f1000-8-669-2,maria laura monzani
f1000-8-67-0,marco aurlio vinhosa bastos jr. 
f1000-8-67-1,patrizio tressoldi 
f1000-8-67-2,marco aurlio vinhosa bastos jr. 
f1000-8-67-3,patrizio tressoldi 
f1000-8-672-0,julije mestrovic
f1000-8-672-1,manuel jesus cobo 
f1000-8-672-2,zachi grossman
f1000-8-699-0,raghvendra kumar mishra
f1000-8-699-1,rajeev kapila 
f1000-8-699-2,prakash halami 
f1000-8-7-0,jun li 
f1000-8-7-1,lei li 
f1000-8-70-0,shilpa deshpande kaistha 
f1000-8-70-1,sisir nandi 
f1000-8-70-2,saif hameed
f1000-8-701-0,alida melse-boonstra 
f1000-8-701-1,dale nyholt 
f1000-8-702-0,sylwia hyniewska 
f1000-8-702-1,elliott ross
f1000-8-705-0,horesh dor-haim
f1000-8-705-1,drago rudel 
f1000-8-71-0,julie a. bradley
f1000-8-71-1,angel montero-luis
f1000-8-711-0,maurus biedermann
f1000-8-711-1,ulrich busch
f1000-8-719-0,rebecca j. cox 
f1000-8-719-1,xavier saelens 
f1000-8-719-2,tamar ben-yedidia
f1000-8-726-0,saskia hiltemann 
f1000-8-726-1,leo lahti 
f1000-8-726-2,saskia hiltemann 
f1000-8-727-0,benedikt kaufer 
f1000-8-727-1,antonio alcam 
f1000-8-727-2,konstantin g. kousoulas 
f1000-8-737-0,muhammad bilal tahir 
f1000-8-737-1,davoud dastan
f1000-8-737-2,nousheen bibi 
f1000-8-738-0,fehim esen
f1000-8-738-1,reema bansal 
f1000-8-739-0,thomas verron
f1000-8-742-0,biagio barone 
f1000-8-742-1,panagiotis kallidonis
f1000-8-746-0,sonia kfi 
f1000-8-746-1,valerie n. livina 
f1000-8-750-0,rachel fearns
f1000-8-750-1,dirk jochmans 
f1000-8-750-2,dirk jochmans 
f1000-8-750-3,rachel fearns
f1000-8-752-0,henrik bengtsson
f1000-8-752-1,mike smith 
f1000-8-752-2,simina m. boca 
f1000-8-754-0,vincenzo natale
f1000-8-754-1,lillian skeiky
f1000-8-754-2,sean p. a. drummond
f1000-8-755-0,neal j. weinreb 
f1000-8-755-1,ellen sidransky
f1000-8-755-2,ellen sidransky
f1000-8-756-0,braulio valencia 
f1000-8-756-1,elismauro francisco mendona
f1000-8-756-2,braulio valencia 
f1000-8-756-3,braulio valencia 
f1000-8-774-0,stefano veraldi
f1000-8-776-0,luiza handschuh 
f1000-8-776-1,marina lizio 
f1000-8-776-2,luiza handschuh 
f1000-8-776-3,marina lizio 
f1000-8-779-0,toshitsugu nakamura 
f1000-8-779-1,laszlo igali 
f1000-8-780-0,yong jeong 
f1000-8-780-1,brian berman 
f1000-8-781-0,maria prieto del cura 
f1000-8-781-1,kim ramasamy
f1000-8-788-0,belaid bouhemad
f1000-8-788-1,daniel a. lichtenstein 
f1000-8-788-2,belaid bouhemad
f1000-8-789-0,wikum jayatunga 
f1000-8-789-1,jochen hartwig
f1000-8-793-0,armand sprecher 
f1000-8-793-1,hayk davtyan
f1000-8-793-2,armand sprecher 
f1000-8-793-3,hayk davtyan
f1000-8-793-4,wendemagegn enbiale
f1000-8-794-0,joanna raven 
f1000-8-794-1,joanna raven 
f1000-8-794-2,palanivel chinnakali 
f1000-8-795-0,jeffery edwards
f1000-8-795-1,priyakanta nayak
f1000-8-795-2,jeffery edwards
f1000-8-796-0,sara hersey 
f1000-8-796-1,justin lessler 
f1000-8-796-2,sara hersey 
f1000-8-8-0,ali arabi 
f1000-8-8-1,rania mossad hassan
f1000-8-8-2,mauro henrique nogueira guimares abreu 
f1000-8-80-0,k. michael cummings 
f1000-8-80-1,axel klein
f1000-8-80-2,k. michael cummings 
f1000-8-807-0,andrew c. nelson 
f1000-8-807-1,oscar krijgsman 
f1000-8-807-2,oscar krijgsman 
f1000-8-807-3,andrew c. nelson 
f1000-8-808-0,peter croft
f1000-8-808-1,marcus fraga vieira 
f1000-8-81-0,nusrat jahan 
f1000-8-81-1,daljit singh arora 
f1000-8-81-2,patchima sithisarn
f1000-8-81-3,bhim pratap singh 
f1000-8-81-4,armen trchounian 
f1000-8-817-0,hong-jun li 
f1000-8-818-0,keith v. bletzer
f1000-8-819-0,john casement
f1000-8-819-1,ian sudbery 
f1000-8-82-0,cecily kelleher
f1000-8-82-1,aravinda guntupalli 
f1000-8-82-2,rebecca reynolds
f1000-8-823-0,gudrun schleiermacher 
f1000-8-823-1,juliet c. gray
f1000-8-823-2,toby trahair
f1000-8-823-3,dermot murphy 
f1000-8-83-0,diana arabiat
f1000-8-83-1,sari andajani
f1000-8-83-2,diana arabiat
f1000-8-83-3,sari andajani
f1000-8-83-4,john f. smith
f1000-8-84-0,igor melnikov 
f1000-8-84-1,thomas e. edwards
f1000-8-842-0,volker p. brendel 
f1000-8-842-1,dixie baker 
f1000-8-842-2,enol fernndez-del-castillo
f1000-8-844-0,yun shin sew 
f1000-8-845-0,christian obirikorang 
f1000-8-845-1,bashu dev pardhe 
f1000-8-850-0,christian puelacher 
f1000-8-851-0,robyn tamblyn
f1000-8-851-1,adrian g. barnett 
f1000-8-853-0,marouane boukhris
f1000-8-853-1,nicolas amabile
f1000-8-857-0,matthew t brewer 
f1000-8-857-1,alessandro crimi 
f1000-8-859-0,gerhard wikstrm
f1000-8-859-1,michael mcgee 
f1000-8-86-0,jill waalen 
f1000-8-86-1,michel michaelides
f1000-8-86-2,jill waalen 
f1000-8-861-0,anil gumber 
f1000-8-862-0,jennifer byrne 
f1000-8-862-1,britt holbrook 
f1000-8-87-0,jean-baptiste poline 
f1000-8-87-1,lara m. mangravite 
f1000-8-87-2,lara m. mangravite 
f1000-8-87-3,matthew h. todd 
f1000-8-872-0,razia kaniz fatima 
f1000-8-872-1,daniel c. oshi
f1000-8-872-2,daniel c. oshi
f1000-8-872-3,razia kaniz fatima 
f1000-8-875-0,sebastiaan remmers 
f1000-8-886-0,nevena cvetesic 
f1000-8-886-1,kenta nakai 
f1000-8-886-2,aaron t. l. lun 
f1000-8-890-0,gianluca serafini 
f1000-8-890-1,gianluca serafini 
f1000-8-890-2,sze ngar vanessa yuan
f1000-8-891-0,nora bourbia 
f1000-8-891-1,john riddell
f1000-8-891-2,nora bourbia 
f1000-8-9-0,william l. hargrove
f1000-8-9-1,roni bawole 
f1000-8-9-2,roni bawole 
f1000-8-9-3,william l. hargrove
f1000-8-90-0,amanda j. drake 
f1000-8-90-1,amanda j. drake 
f1000-8-90-2,flavia cerrato 
f1000-8-908-0,tero aittokallio 
f1000-8-908-1,aritro nath 
f1000-8-908-2,fuhai li 
f1000-8-91-0,samee abdus 
f1000-8-91-1,zhamak khurgami 
f1000-8-91-2,zhamak khurgami 
f1000-8-92-0,leonardo arregocs
f1000-8-92-1,scott d. grosse
f1000-8-920-0,jamlick karumbi 
f1000-8-920-1,jamlick karumbi 
f1000-8-920-2,balafama alex-hart
f1000-8-93-0,chii-ruey tzeng
f1000-8-933-0,gloria orlando 
f1000-8-933-1,gregory a daniels 
f1000-8-933-2,gregory a daniels 
f1000-8-94-0,zheying min 
f1000-8-94-1,xue lian li
f1000-8-953-0,lisendra marbelia
f1000-8-953-1,alagumalai nagendran 
f1000-8-953-2,alagumalai nagendran 
f1000-8-953-3,lisendra marbelia
f1000-8-954-0,sharif ismail 
f1000-8-954-1,eva leidman 
f1000-8-954-2,babar tasneem shaikh
f1000-8-956-0,amanda leach 
f1000-8-956-1,tracy merlin
f1000-8-958-0,prashanth n srinivas 
f1000-8-959-0,andrew m. hart 
f1000-8-959-1,daniel f. kalbermatten 
f1000-8-959-2,dominic m. power 
f1000-8-960-0,evie stergiakouli 
f1000-8-960-1,yongchu pan 
f1000-8-960-2,evie stergiakouli 
f1000-8-962-0,joanna inthout 
f1000-8-962-1,steven p. ellis
f1000-8-964-0,jannu chiranjeevi 
f1000-8-964-1,ali azhar dawasaz 
f1000-8-964-2,prathap lavanya 
f1000-8-964-3,tarimobo otobo 
f1000-8-965-0,sjoukje bouma
f1000-8-965-1,kristi elisabeth heiberg
f1000-8-965-2,dana l. judd 
f1000-8-971-0,todd carpenter 
f1000-8-971-1,hamid jamali 
f1000-8-971-2,jessica k. polka 
f1000-8-971-3,sarvenaz sarabipour 
f1000-8-971-4,jessica k. polka 
f1000-8-971-5,sarvenaz sarabipour 
f1000-8-972-0,sandor lovasz 
f1000-8-972-1,christopher k. payne 
f1000-8-975-0,tim helliwell
f1000-8-975-1,bridget wilkins
f1000-8-975-2,mark sobel 
f1000-8-979-0,kannan rajendran 
f1000-8-979-1,chinmay patel 
f1000-8-98-0,alex sen gupta
f1000-8-98-1,atsuhiko isobe
f1000-8-988-0,marc lavoie 
f1000-8-988-1,lorena fernndez de la cruz 
f1000-8-989-0,michael j wicht
f1000-8-989-1,enrico spinas 
f1000-9-100-0,david a. cosgrove 
f1000-9-100-1,brian goldman
f1000-9-102-0,lisa rydn 
f1000-9-102-1,marian j. e. mourits
f1000-9-103-0,george mbara 
f1000-9-103-1,daniela danna
f1000-9-104-0,leland ackerson 
f1000-9-104-1,teresa evans 
f1000-9-106-0,isacco montroni
f1000-9-106-1,matteo uccelli
f1000-9-107-0,tasleem arif 
f1000-9-109-0,mickal mendez
f1000-9-109-1,puxue qiao 
f1000-9-109-2,mark dunning
f1000-9-110-0,alexandra mcaleenan 
f1000-9-110-1,christopher james rose 
f1000-9-112-0,john gatesy
f1000-9-112-1,john gatesy
f1000-9-112-2,jacob s. berv 
f1000-9-112-3,edward braun
f1000-9-113-0,johannes kirchmair 
f1000-9-113-1,ruth brenk 
f1000-9-115-0,james w. dias 
f1000-9-115-1,m. k. ganapathy 
f1000-9-116-0,choi deblieck
f1000-9-116-1,choi deblieck
f1000-9-119-0,waiz wasey
f1000-9-120-0,milena vainieri
f1000-9-121-0,noam auslander 
f1000-9-121-1,fikret aydemir
f1000-9-128-0,ankit singla
f1000-9-128-1,zsolt kotroczo 
f1000-9-129-0,vip viprakasit
f1000-9-129-1,wai-lung ng 
f1000-9-129-2,qiaozhu tan
f1000-9-136-0,james p. balhoff 
f1000-9-136-1,jeremy g. frey 
f1000-9-140-0,enhad a. chowdhury 
f1000-9-140-1,nerys astbury 
f1000-9-145-0,maria bonsack
f1000-9-145-1,raffaele de palma
f1000-9-145-2,katalin wilkinson 
f1000-9-15-0,pushpa raj joshi
f1000-9-15-1,karolina m. stepien 
f1000-9-15-2,panupong hansrivijit 
f1000-9-154-0,phil edwards 
f1000-9-154-1,frances shiely 
f1000-9-155-0,mohammad kermansaravi 
f1000-9-155-1,mohammad kermansaravi 
f1000-9-155-2,matteo uccelli
f1000-9-157-0,ruth isserlin 
f1000-9-157-1,magnus palmblad 
f1000-9-16-0,nathan johnson 
f1000-9-16-1,nathan johnson 
f1000-9-16-2,brian d. gregory 
f1000-9-160-0,khalid abdul kadir
f1000-9-160-1,gajanan dattatray velhal
f1000-9-161-0,simon pouil 
f1000-9-161-1,peter vilhelm skov 
f1000-9-161-2,simon pouil 
f1000-9-166-0,emmanuel adu
f1000-9-168-0,tahereh farkhondeh 
f1000-9-168-1,mourad akdad 
f1000-9-168-2,tahereh farkhondeh 
f1000-9-170-0,jacob puliyel 
f1000-9-170-1,christopher exley 
f1000-9-170-2,rebecca chandler 
f1000-9-170-3,christopher exley 
f1000-9-170-4,jacob puliyel 
f1000-9-170-5,david legge 
f1000-9-171-0,rizwan ullah
f1000-9-171-1,shakeel abbas kazmi
f1000-9-171-2,a. thirumal raj 
f1000-9-171-3,shakeel abbas kazmi
f1000-9-171-4,a. thirumal raj 
f1000-9-171-5,rizwan ullah
f1000-9-174-0,rafal bartoszewski 
f1000-9-174-1,jordan berg 
f1000-9-174-2,stefano biffo 
f1000-9-175-0,ming yang
f1000-9-176-0,mokhtar m. mabrouk
f1000-9-176-1,baker jawabrah al-hourani
f1000-9-176-2,hasan aldewachi
f1000-9-176-3,baker jawabrah al-hourani
f1000-9-176-4,yasser fakhri mustafa 
f1000-9-178-0,livia puljak 
f1000-9-178-1,christian gluud 
f1000-9-178-2,livia puljak 
f1000-9-180-0,fernando fernandez 
f1000-9-180-1,vijayalakshmi santhakumar 
f1000-9-180-2,fernando fernandez 
f1000-9-181-0,ivan marbaniang 
f1000-9-181-1,roger c. m. ho 
f1000-9-182-0,ewa swiezewska 
f1000-9-182-1,ewa swiezewska 
f1000-9-184-0,hammad ather 
f1000-9-184-1,doddy soebadi 
f1000-9-184-2,hammad ather 
f1000-9-184-3,doddy soebadi 
f1000-9-186-0,hirohiko okamura 
f1000-9-186-1,euis reni yuslianti 
f1000-9-186-2,hirohiko okamura 
f1000-9-187-0,yoke-keong yong 
f1000-9-187-1,fitmawati fitmawati 
f1000-9-187-2,yoke-keong yong 
f1000-9-188-0,brad sutherland 
f1000-9-188-1,brad sutherland 
f1000-9-188-2,brad sutherland 
f1000-9-188-3,arshad majid
f1000-9-191-0,catherine kegakilwe koofhethile 
f1000-9-191-1,brian van wyk 
f1000-9-191-2,obinna ikechukwu ekwunife 
f1000-9-192-0,ishag adam 
f1000-9-193-0,khatijah binti abdullah lim geok khim 
f1000-9-193-1,angeline bushy 
f1000-9-197-0,john cleland 
f1000-9-199-0,qiangfeng cliff zhang 
f1000-9-199-1,qiangfeng cliff zhang 
f1000-9-199-2,iros barozzi
f1000-9-20-0,helmut fuchs 
f1000-9-20-1,helmut fuchs 
f1000-9-20-2,jonathan m. williams
f1000-9-200-0,maria anisimova 
f1000-9-200-1,jan radvanszky 
f1000-9-200-2,elizabeth a. worthey 
f1000-9-201-0,josefine atzendorf 
f1000-9-201-1,alfred uhl 
f1000-9-207-0,prakash vaidhiyalingam 
f1000-9-207-1,aamir raoof memon 
f1000-9-207-2,gopal nambi 
f1000-9-209-0,shadia abdel-hameed elsayed 
f1000-9-209-1,najla dar-odeh
f1000-9-210-0,matt carter 
f1000-9-210-1,matt carter 
f1000-9-210-2,emma mcfarlane 
f1000-9-211-0,jaffu o. chilongola 
f1000-9-213-0,alex bateman 
f1000-9-213-1,erik larsson lekholm
f1000-9-217-0,nikki cheng
f1000-9-217-1,nikki cheng
f1000-9-217-2,elena b. pasquale 
f1000-9-217-3,jinming yang
f1000-9-218-0,mazher mohammed 
f1000-9-218-1,ramon farre
f1000-9-218-2,mazher mohammed 
f1000-9-218-3,ramon farre
f1000-9-218-4,richard bowman 
f1000-9-220-0,kamal rullah 
f1000-9-220-1,sarifah nurjanah 
f1000-9-221-0,eric bonnet 
f1000-9-221-1,guanlan zhao 
f1000-9-223-0,kamil slowikowski 
f1000-9-223-1,keegan korthauer 
f1000-9-223-2,kamil slowikowski 
f1000-9-223-3,keegan korthauer 
f1000-9-225-0,rory horner 
f1000-9-225-1,yves-marie rault chodankar 
f1000-9-225-2,narcyz ghinea
f1000-9-225-3,agns saint-raymond 
f1000-9-228-0,imre v 
f1000-9-229-0,ali leghari
f1000-9-229-1,ambreen rehman 
f1000-9-229-2,faisal aljofi
f1000-9-23-0,eman aljufairi 
f1000-9-231-0,mohammed s. elsheemy 
f1000-9-231-1,noor buchholz
f1000-9-232-0,farhad hatami 
f1000-9-232-1,arindam basu 
f1000-9-232-2,mohammad reza mahmoud
f1000-9-238-0,mario valladares-garrido
f1000-9-238-1,rene pereyra-elas 
f1000-9-238-2,rene pereyra-elas 
f1000-9-238-3,mario valladares-garrido
f1000-9-238-4,theo vos
f1000-9-240-0,yupu liang
f1000-9-240-1,ramon amela milian
f1000-9-240-2,ramon amela milian
f1000-9-241-0,euiseok jung 
f1000-9-241-1,ambrogio pietro londero
f1000-9-242-0,nicola hancock 
f1000-9-242-1,carina persson
f1000-9-245-0,cheong hwa ooi 
f1000-9-245-1,steven r. brenner
f1000-9-247-0,talasila eswara gopala krishna murthy 
f1000-9-249-0,charles warden 
f1000-9-249-1,charles warden 
f1000-9-25-0,abul m. faiz
f1000-9-25-1,bert avau 
f1000-9-25-2,abul m. faiz
f1000-9-25-3,bert avau 
f1000-9-251-0,lisa hirschhorn 
f1000-9-252-0,sang won park 
f1000-9-252-1,hongliang zhang 
f1000-9-256-0,susan mangan
f1000-9-256-1,di you
f1000-9-256-2,elina kuusisto
f1000-9-256-3,michael t. warren 
f1000-9-256-4,susan mangan
f1000-9-256-5,michael t. warren 
f1000-9-257-0,andrea cavanna
f1000-9-257-1,andrea cavanna
f1000-9-257-2,kirsten r mller-vahl 
f1000-9-259-0,esti handayani hardi 
f1000-9-259-1,rudy agung nugroho 
f1000-9-259-2,rudy agung nugroho 
f1000-9-259-3,esti handayani hardi 
f1000-9-261-0,marcos c.d. neves
f1000-9-261-1,indranil banik 
f1000-9-261-2,indranil banik 
f1000-9-262-0,avdesh mishra
f1000-9-263-0,diego fernando lpez 
f1000-9-263-1,maria purbiati 
